14.3847 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
72.7830 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
80.5527 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EB298FEEE0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EB2E801F40>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
80.5530 	EXP 	window1: mouseVisible = True
80.5532 	EXP 	window1: mouseVisible = False
80.5532 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
80.5533 	EXP 	window1: recordFrameIntervals = False
80.7182 	EXP 	window1: recordFrameIntervals = True
80.9016 	EXP 	Screen (0) actual frame rate measured at 59.91Hz
80.9017 	EXP 	window1: recordFrameIntervals = False
87.8210 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
87.8623 	EXP 	window1: mouseVisible = True
88.2669 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
88.2680 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
88.9025 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
88.9026 	EXP 	window1: mouseVisible = True
88.9088 	EXP 	Imported C:/Users/Kinnari Kamani/Desktop/Monsoon 2022/PSY310 Lab in Psych/Tutorials_Exp/excel/study_words.xlsx as conditions, 5 conditions, 1 params
88.9634 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
88.9644 	EXP 	New trial (rep=0, index=0): {'study_word': 'vase'}
89.1058 	EXP 	slider: autoLog = True
89.1058 	EXP 	slider: markerPos = None
89.1058 	EXP 	slider: styleTweaks = []
89.1058 	EXP 	slider: styleTweaks = []
89.1058 	EXP 	slider: styleTweaks = []
89.1058 	EXP 	slider: styleTweaks = []
89.1058 	EXP 	slider: contrast = 1.0
89.1058 	EXP 	slider: autoLog = True
89.1058 	EXP 	textbox: autoLog = True
89.1058 	EXP 	text: height = 0.05
89.1058 	EXP 	text: height = 0.05
89.1058 	EXP 	text: height = 0.05
89.1058 	EXP 	text: text = 'vase'
89.1058 	EXP 	slider: markerPos = None
89.1058 	EXP 	slider: markerPos = None
89.1058 	EXP 	text: autoDraw = True
89.1058 	EXP 	slider: autoDraw = True
92.6597 	DATA 	Mouse: Left button down, pos=(688,216)
92.7164 	EXP 	slider: markerPos = 1.9925925925925927
92.7355 	EXP 	slider: markerPos = 1.9925925925925927
92.7481 	EXP 	slider: markerPos = 1.9925925925925927
92.7589 	EXP 	slider: markerPos = 1.9925925925925927
92.7693 	EXP 	slider: markerPos = 1.9925925925925927
92.7796 	EXP 	slider: markerPos = 1.9925925925925927
92.7909 	EXP 	slider: markerPos = 1.9925925925925927
92.8064 	EXP 	slider: markerPos = 1.9925925925925927
92.8229 	EXP 	slider: markerPos = 1.9925925925925927
92.8400 	EXP 	slider: markerPos = 1.9925925925925927
92.8562 	EXP 	slider: markerPos = 1.9925925925925927
92.8728 	EXP 	slider: markerPos = 1.9925925925925927
92.8898 	EXP 	slider: markerPos = 1.9925925925925927
92.8921 	DATA 	Mouse:  Left button up, pos=(688,216)
92.9063 	EXP 	slider: markerPos = 1.9925925925925927
92.9398 	EXP 	New trial (rep=0, index=1): {'study_word': 'cushion'}
92.9925 	EXP 	text: autoDraw = False
92.9925 	EXP 	slider: autoDraw = False
92.9925 	EXP 	text: height = 0.05
92.9925 	EXP 	text: height = 0.05
92.9925 	EXP 	text: height = 0.05
92.9925 	EXP 	text: text = 'cushion'
92.9925 	EXP 	slider: markerPos = None
92.9925 	EXP 	slider: markerPos = None
92.9925 	EXP 	text: autoDraw = True
92.9925 	EXP 	slider: autoDraw = True
94.3576 	DATA 	Mouse: Left button down, pos=(688,216)
94.3717 	EXP 	slider: markerPos = 1.9925925925925927
94.3883 	EXP 	slider: markerPos = 1.9925925925925927
94.4050 	EXP 	slider: markerPos = 1.9925925925925927
94.4215 	EXP 	slider: markerPos = 1.9925925925925927
94.4383 	EXP 	slider: markerPos = 1.9925925925925927
94.4548 	EXP 	slider: markerPos = 1.9925925925925927
94.4715 	EXP 	slider: markerPos = 1.9925925925925927
94.4881 	EXP 	slider: markerPos = 1.9925925925925927
94.5047 	EXP 	slider: markerPos = 1.9925925925925927
94.5215 	EXP 	slider: markerPos = 1.9925925925925927
94.5381 	EXP 	slider: markerPos = 1.9925925925925927
94.5546 	EXP 	slider: markerPos = 1.9925925925925927
94.5715 	EXP 	slider: markerPos = 1.9925925925925927
94.5734 	DATA 	Mouse:  Left button up, pos=(688,216)
94.5884 	EXP 	slider: markerPos = 1.9925925925925927
94.5921 	EXP 	New trial (rep=0, index=2): {'study_word': 'tiger'}
94.6141 	EXP 	text: autoDraw = False
94.6141 	EXP 	slider: autoDraw = False
94.6141 	EXP 	text: height = 0.05
94.6141 	EXP 	text: height = 0.05
94.6141 	EXP 	text: height = 0.05
94.6141 	EXP 	text: text = 'tiger'
94.6141 	EXP 	slider: markerPos = None
94.6141 	EXP 	slider: markerPos = None
94.6141 	EXP 	text: autoDraw = True
94.6141 	EXP 	slider: autoDraw = True
97.2873 	DATA 	Mouse: Left button down, pos=(690,214)
97.3020 	EXP 	slider: markerPos = 2.0
97.3188 	EXP 	slider: markerPos = 2.0
97.3356 	EXP 	slider: markerPos = 2.0
97.3521 	EXP 	slider: markerPos = 2.0
97.3691 	EXP 	slider: markerPos = 2.0
97.3853 	EXP 	slider: markerPos = 2.0
97.4023 	EXP 	slider: markerPos = 2.0
97.4187 	EXP 	slider: markerPos = 2.0
97.4355 	EXP 	slider: markerPos = 2.0
97.4522 	EXP 	slider: markerPos = 2.0
97.4688 	EXP 	slider: markerPos = 2.0
97.4854 	EXP 	slider: markerPos = 2.0
97.5020 	EXP 	slider: markerPos = 2.0
97.5187 	EXP 	slider: markerPos = 2.0
97.5204 	DATA 	Mouse:  Left button up, pos=(690,214)
97.5351 	EXP 	slider: markerPos = 2.0
97.5386 	EXP 	New trial (rep=0, index=3): {'study_word': 'piano'}
97.5599 	EXP 	text: autoDraw = False
97.5599 	EXP 	slider: autoDraw = False
97.5599 	EXP 	text: height = 0.05
97.5599 	EXP 	text: height = 0.05
97.5599 	EXP 	text: height = 0.05
97.5599 	EXP 	text: text = 'piano'
97.5599 	EXP 	slider: markerPos = None
97.5599 	EXP 	slider: markerPos = None
97.5599 	EXP 	text: autoDraw = True
97.5599 	EXP 	slider: autoDraw = True
99.6360 	DATA 	Mouse: Left button down, pos=(690,214)
99.6500 	EXP 	slider: markerPos = 2.0
99.6668 	EXP 	slider: markerPos = 2.0
99.6833 	EXP 	slider: markerPos = 2.0
99.6999 	EXP 	slider: markerPos = 2.0
99.7166 	EXP 	slider: markerPos = 2.0
99.7331 	EXP 	slider: markerPos = 2.0
99.7497 	EXP 	slider: markerPos = 2.0
99.7666 	EXP 	slider: markerPos = 2.0
99.7832 	EXP 	slider: markerPos = 2.0
99.8000 	EXP 	slider: markerPos = 2.0
99.8164 	EXP 	slider: markerPos = 2.0
99.8333 	EXP 	slider: markerPos = 2.0
99.8498 	EXP 	slider: markerPos = 2.0
99.8522 	DATA 	Mouse:  Left button up, pos=(690,214)
99.8664 	EXP 	slider: markerPos = 2.0
99.8705 	EXP 	New trial (rep=0, index=4): {'study_word': 'book'}
99.8866 	EXP 	text: autoDraw = False
99.8866 	EXP 	slider: autoDraw = False
99.8866 	EXP 	text: height = 0.05
99.8866 	EXP 	text: height = 0.05
99.8866 	EXP 	text: height = 0.05
99.8866 	EXP 	text: text = 'book'
99.8866 	EXP 	slider: markerPos = None
99.8866 	EXP 	slider: markerPos = None
99.8866 	EXP 	text: autoDraw = True
99.8866 	EXP 	slider: autoDraw = True
100.6695 	DATA 	Mouse: Left button down, pos=(690,214)
100.8143 	EXP 	slider: markerPos = 2.0
100.8427 	EXP 	slider: markerPos = 2.0
100.8590 	EXP 	slider: markerPos = 2.0
100.8699 	EXP 	slider: markerPos = 2.0
100.8805 	EXP 	slider: markerPos = 2.0
100.8827 	DATA 	Mouse:  Left button up, pos=(690,214)
100.8939 	EXP 	slider: markerPos = 2.0
100.9052 	EXP 	Imported C:/Users/Kinnari Kamani/Desktop/Monsoon 2022/PSY310 Lab in Psych/Tutorials_Exp/excel/test_words.xlsx as conditions, 10 conditions, 1 params
100.9060 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
100.9064 	EXP 	New trial (rep=0, index=0): {'test': 't_g_r'}
100.9230 	EXP 	text: autoDraw = False
100.9230 	EXP 	slider: autoDraw = False
100.9230 	EXP 	text_2: height = 0.05
100.9230 	EXP 	text_2: height = 0.05
100.9230 	EXP 	text_2: height = 0.05
100.9230 	EXP 	text_2: text = 't_g_r'
100.9230 	EXP 	text_2: autoDraw = True
100.9230 	EXP 	textbox: autoDraw = True
100.9230 	EXP 	text_3: autoDraw = True
102.8560 	DATA 	Keypress: t
102.9646 	DATA 	Keypress: i
103.0729 	DATA 	Keypress: g
103.2805 	DATA 	Keypress: e
103.4138 	DATA 	Keypress: r
105.3868 	DATA 	Mouse: Left button down, pos=(985,221)
105.3991 	EXP 	New trial (rep=0, index=1): {'test': 'o_a_n_e'}
105.4113 	EXP 	text_2: autoDraw = False
105.4113 	EXP 	textbox: autoDraw = False
105.4113 	EXP 	text_3: autoDraw = False
105.4113 	EXP 	text_2: height = 0.05
105.4113 	EXP 	text_2: height = 0.05
105.4113 	EXP 	text_2: height = 0.05
105.4113 	EXP 	text_2: text = 'o_a_n_e'
105.4113 	EXP 	text_2: autoDraw = True
105.4113 	EXP 	textbox: autoDraw = True
105.4113 	EXP 	text_3: autoDraw = True
105.4785 	DATA 	Mouse:  Left button up, pos=(985,221)
106.5841 	DATA 	Keypress: o
106.7353 	DATA 	Keypress: r
106.8275 	DATA 	Keypress: a
106.9327 	DATA 	Keypress: n
107.0510 	DATA 	Keypress: g
107.1341 	DATA 	Keypress: e
108.4594 	DATA 	Mouse: Left button down, pos=(985,221)
